3.830501186461732818e-03 3.796591380755402669e-03 2.428551420667377869e-04 2.958820478171642608e-04 8.334738672270615822e+00 3.925222018371109289e+00 4.221243571622825637e-04 4.178577903999411945e-03 4.414646027593886746e-03 1.798808611561305559e-01 4.870807077855473372e-03 2.999999999999997535e-06 1.791814614832401231e+00 2.910206077645381695e-02 2.344596509293914277e+00 9.388786177092755050e-03 2.999999999999997535e-06 3.000000000000000000e+00 -8.311646223068237305e+01
2.822130113036205347e-03 8.407555662349408543e-03 1.565740724772616687e-04 4.441299881110187639e-04 9.675597548626786448e+00 3.925222018371109289e+00 3.764398293220730970e-04 3.820098868408808041e-03 1.280816398913903155e-03 1.215062072532377691e-01 1.027285107035217845e-02 2.999999999999997535e-06 9.381203234195709673e-01 5.842034159228299411e-02 3.603842278768293994e+00 1.491849649662504301e-02 2.999999999999997535e-06 3.000000000000000000e+00 -8.500000000000000000e+01
2.378923712995039547e-03 1.472069911944728637e-01 1.290120482952017043e-04 3.471975273874555821e-04 1.801708436220075527e+01 1.502458689581680273e+00 5.079964738558382818e-04 3.606264279837538209e-03 2.094337014905081878e-03 7.995850727029746308e-02 1.042974234910779008e-02 2.999999999999997535e-06 8.307183384895325817e-01 4.858055953956882944e-02 3.316283267699954518e+00 1.412705905594502202e-02 2.999999999999997535e-06 3.000000000000000000e+00 -8.500000000000000000e+01
3.215137845988544699e-03 5.017743789815898997e-02 1.781851618140312522e-04 5.681408675235497061e-04 9.168052713350842708e+00 1.456015540550771536e+00 6.031859083873477700e-04 3.606264279837538209e-03 1.032080928248274403e-02 1.253338210147535159e-01 1.478539809203906858e-03 2.999999999999997535e-06 1.056680907309055506e+00 5.244323210590619982e-02 2.372607574742631620e+00 1.568519101373015007e-02 2.999999999999997535e-06 3.000000000000000000e+00 -8.500000000000000000e+01
4.617733257147184356e-03 7.064902237368934045e-03 2.593379476243484034e-04 5.329434145178780537e-04 6.012327973304013362e+00 2.555863190814425590e+00 4.060288192756759560e-04 4.620988848863451237e-03 3.687347191261824194e-03 1.609849380482920311e-01 1.650411391075437941e-03 2.999999999999997535e-06 1.614648224040865720e+00 4.042170057875298789e-02 2.383355752715924591e+00 9.102460979366297847e-03 2.999999999999997535e-06 3.000000000000000000e+00 -8.279439568519592285e+01
5.088708021598414843e-03 6.508092213994527871e-03 1.871648685291527308e-04 7.999999999999987373e-04 1.466535046765358352e+01 1.175044184148553050e+00 4.747286235608996373e-04 5.365279409674042661e-03 1.230023421785209417e-03 1.197707490244001721e-01 1.612649194607545383e-02 2.999999999999997535e-06 9.190288305282593440e-01 7.596394429306381479e-02 3.881592869720155381e+00 9.099390803559259666e-03 2.999999999999997535e-06 3.000000000000000000e+00 -8.500000000000000000e+01
4.176204258283237013e-03 2.046730321672084879e-02 2.742496871438288800e-04 4.701139196083508709e-04 8.675750700618651834e+00 1.457334419413400362e+00 5.991590489050303489e-04 4.338880905170330871e-03 1.421823104082610770e-02 1.239918982796263391e-01 1.582300289525079718e-03 2.999999999999997535e-06 1.470626302435994237e+00 3.803227146003394094e-02 2.323659739324864582e+00 1.189876063646776519e-02 2.999999999999997535e-06 3.000000000000000000e+00 -8.294150590896606445e+01
3.782376025497146115e-03 4.362711797715235033e-03 1.641137798224922173e-04 5.001553878879010095e-04 9.717092305608526104e+00 3.556563769699383482e+00 4.417592408233162685e-04 3.606264279837538209e-03 1.322437660743848442e-02 1.412957964567586044e-01 1.954869923000588858e-03 2.999999999999997535e-06 1.699948364868760109e+00 2.537083754303194605e-02 2.214470502066924862e+00 8.422290681814119731e-03 2.999999999999997535e-06 3.000000000000000000e+00 -8.400112450122833252e+01
4.372600006880622732e-03 6.105528079948138211e-03 3.382279599706267256e-04 1.763404981740523123e-04 7.156196937932739033e+00 1.344313638223216811e+00 4.864899578259801482e-04 3.912818562250838100e-03 3.640726189803284579e-02 1.326607891588226229e-01 1.935777276889528737e-03 2.999999999999997535e-06 1.839818378537893206e+00 4.591486283833659532e-02 1.860229201365710461e+00 7.213873633644751239e-03 2.999999999999997535e-06 3.000000000000000000e+00 -7.436294607818126678e+01
4.161547343241218250e-03 2.993122892793405668e-02 7.319819723807857378e-04 3.226746073480900681e-04 1.167783796153508291e+01 1.580253089544386924e+00 6.196138981980480343e-04 5.848732124444707726e-03 2.280729169142282561e-02 1.056849641527979750e-01 1.462037191139762887e-03 2.999999999999997535e-06 1.784887836128473237e+00 5.119471961860304343e-02 2.211530162905546604e+00 9.285862354480050110e-03 2.999999999999997535e-06 3.000000000000000000e+00 -8.021011829376220703e+01
3.299513991568946755e-03 1.472016171910572359e-02 1.991530953441899903e-04 7.769889112929840485e-04 1.059949711738085298e+01 1.635813493731025359e+00 5.944571810207899959e-04 5.687331624473575611e-03 7.968477103805439790e-03 1.420028506414072467e-01 2.284676360590153464e-03 2.999999999999997535e-06 1.008517751097679049e+00 5.611565628729722061e-02 2.798460517563676753e+00 1.726019481983993506e-02 2.999999999999997535e-06 3.000000000000000000e+00 -8.453920781612396240e+01
