3.664468978530463841e-03 1.311856040639849952e-02 1.342585531694639144e-03 7.999999999999985747e-05 9.248787376191716092e+00 5.633210235771152902e-02 9.493353179364000163e-04 3.387457807378958102e-02 9.364220106283686689e-05 1.258979600099720653e+00 5.347863418039947069e-05 1.676263342686309200e-05 1.000000000000000000e+00 3.220515856976096519e-02 3.840921614120377248e-01 2.115018120824199797e-03 2.999999999999997704e-05 2.722481414675712585e-01 -7.500000000000000000e+01
4.343217252004941999e-03 4.276300573984802636e-03 2.511743037587054871e-03 7.999999999999985747e-05 8.260845133746048674e+00 5.340610223314741500e-02 5.646656849894050433e-04 6.963878454486083225e-02 7.595238044968000276e-04 1.029761366123491895e+00 4.063854176439654788e-05 2.999999999999997704e-05 1.000000000000000000e+00 6.014225162365408744e-02 9.803256389466041831e-01 2.115018120824199797e-03 2.999999999999997704e-05 1.000000000000000000e+00 -8.181812942028045654e+01
8.746280578529835523e-03 1.311856040639849952e-02 2.637681513862221230e-03 7.999999999999985747e-05 8.443075933564360369e+00 4.179982106289468341e-02 9.493353179364000163e-04 5.275232807991268175e-02 7.595238044968000276e-04 9.601785044418638115e-01 3.513477406279571927e-05 2.999999999999997704e-05 1.000000000000000000e+00 6.000869432916795115e-02 9.803256389466041831e-01 2.115018120824199797e-03 2.999999999999997704e-05 1.000000000000000000e+00 -8.235971391201019287e+01
5.749254046715075901e-03 1.311856040639849952e-02 1.127039704027983516e-03 7.999999999999985747e-05 8.084998292516061724e+00 4.923205352024993819e-02 9.872847452123242786e-05 5.333542427968237382e-02 7.595238044968000276e-04 1.529321835213843128e+00 2.563568730635999954e-04 1.554695725874879336e-04 1.000000000000000000e+00 7.306044126444757869e-02 9.803256389466041831e-01 2.115018120824199797e-03 2.999999999999997704e-05 1.000000000000000000e+00 -7.500000000000000000e+01
7.219715810220270029e-03 1.311856040639849952e-02 1.312879646412140914e-03 7.999999999999985747e-05 1.191598452196329028e+01 2.281152035298581945e-02 9.493353179364000163e-04 2.369847745099510489e-02 9.718260369003053369e-05 1.370972667496366260e+00 3.091524566840484037e-05 1.437571982719209552e-05 1.000000000000000000e+00 5.805468446277515376e-02 1.670626595911710033e-01 2.115018120824199797e-03 2.999999999999997704e-05 1.000000000000000000e+00 -8.392719626426696777e+01
3.833514725309914231e-03 1.311856040639849952e-02 1.674099453135962853e-03 7.999999999999985747e-05 6.570858912396157159e+00 2.651297431133691970e-02 9.493353179364000163e-04 1.856384599326247470e-02 8.240962927237590967e-05 4.576532706311834398e-01 1.550861269158760550e-04 1.022336076032402858e-04 1.000000000000000000e+00 3.000598515986018303e-02 3.204111367578499903e-01 2.115018120824199797e-03 2.999999999999997704e-05 6.917657069861888885e-01 -7.500000000000000000e+01
9.748993294128836806e-03 1.311856040639849952e-02 2.118830730820243664e-03 7.999999999999985747e-05 8.061809959058912511e+00 2.496012078619740462e-02 1.109386839782742199e-04 8.746097089657549339e-02 7.595238044968000276e-04 1.094770545891435631e+00 1.174710389051434304e-04 5.054938563198936087e-05 1.000000000000000000e+00 6.969837278576279660e-02 9.803256389466041831e-01 2.115018120824199797e-03 2.999999999999997704e-05 1.000000000000000000e+00 -8.309555888175964355e+01
6.367611347098380004e-03 2.207005721961103912e-03 6.107315000097962533e-04 7.999999999999985747e-05 8.164701723422993496e+00 1.317252176415384911e-02 9.493353179364000163e-04 9.215110285066824627e-03 8.354104823763817305e-05 4.708682507032669884e-01 3.151817786693235628e-04 2.446033749928333643e-04 1.000000000000000000e+00 2.687139212468110661e-02 2.470039349757535974e-01 2.115018120824199797e-03 2.999999999999997704e-05 9.092957712709904827e-01 -7.500000000000000000e+01
6.603148075538803168e-03 1.311856040639849952e-02 5.099739461039000214e-04 7.999999999999985747e-05 1.134210948466228253e+01 1.963433332263128661e-02 9.493353179364000163e-04 6.452391133176871296e-02 7.595238044968000276e-04 1.293695582643302977e+00 9.751744063291328953e-05 2.722203761658324706e-04 1.000000000000000000e+00 5.085525468972654922e-02 9.803256389466041831e-01 2.115018120824199797e-03 2.999999999999997704e-05 1.000000000000000000e+00 -8.196977198123931885e+01
2.816801717540517308e-03 1.311856040639849952e-02 4.974308040830980509e-04 7.999999999999985747e-05 4.351426417958180082e+00 4.398061633708021806e-02 9.494235292472567173e-05 2.773745733955450612e-02 9.646781817586651752e-05 5.519126984454758578e-01 5.783666390561872662e-05 1.217500330771709713e-04 1.000000000000000000e+00 3.834913246856675589e-02 3.093014791389239737e-01 2.115018120824199797e-03 2.999999999999997704e-05 1.000000000000000000e+00 -7.500000000000000000e+01
2.739386526198835711e-03 1.794904340913596559e-03 7.651416923455591369e-04 7.999999999999985747e-05 6.226638241996901968e+00 1.903269420330822720e-02 1.773199597878655318e-04 3.619163770734424440e-02 8.426634914910336956e-05 1.149615103854746412e+00 6.732750025819509907e-05 2.736374490352356127e-04 1.000000000000000000e+00 2.845285641500396728e-02 1.233712887854825080e-01 2.115018120824199797e-03 2.999999999999997704e-05 1.000000000000000000e+00 -7.500000000000000000e+01
