,unit_params,param_names
0,-0.7927833795547485,gNaTs2_tbar_NaTs2_t_apical
1,-1.1035747528076172,gSKv3_1bar_SKv3_1_apical
2,0.5162332653999329,gImbar_Im_apical
3,1.5964447259902954,gIhbar_Ih_dend
4,0.28584063053131104,gNaTa_tbar_NaTa_t_axonal
5,-0.170405775308609,gK_Tstbar_K_Tst_axonal
6,-1.476898193359375,gNap_Et2bar_Nap_Et2_axonal
7,-0.2883895933628082,gSK_E2bar_SK_E2_axonal
8,-0.9645634293556213,gCa_HVAbar_Ca_HVA_axonal
9,-0.24232810735702515,gK_Pstbar_K_Pst_axonal
10,-0.21827201545238495,gCa_LVAstbar_Ca_LVAst_axonal
11,0.5324724316596985,g_pas_axonal
12,3.0742602348327637,cm_axonal
13,-0.7237579822540283,gSKv3_1bar_SKv3_1_somatic
14,-0.4856627583503723,gNaTs2_tbar_NaTs2_t_somatic
15,-1.3803051710128784,gCa_LVAstbar_Ca_LVAst_somatic
16,-3.6301279067993164,g_pas_somatic
17,-0.4951249063014984,cm_somatic
18,-1.0040429830551147,e_pas_all
