,unit_params,param_names
0,-0.556629478931427,gNaTs2_tbar_NaTs2_t_apical
1,-1.726377010345459,gSKv3_1bar_SKv3_1_apical
2,1.1086909770965576,gImbar_Im_apical
3,1.7691141366958618,gIhbar_Ih_dend
4,0.522912323474884,gNaTa_tbar_NaTa_t_axonal
5,-0.3008480668067932,gK_Tstbar_K_Tst_axonal
6,-1.1239042282104492,gNap_Et2bar_Nap_Et2_axonal
7,0.25266313552856445,gSK_E2bar_SK_E2_axonal
8,-1.153562068939209,gCa_HVAbar_Ca_HVA_axonal
9,0.2089674174785614,gK_Pstbar_K_Pst_axonal
10,-0.41976267099380493,gCa_LVAstbar_Ca_LVAst_axonal
11,0.9577993750572205,g_pas_axonal
12,4.369447231292725,cm_axonal
13,-0.49463003873825073,gSKv3_1bar_SKv3_1_somatic
14,-1.5922619104385376,gNaTs2_tbar_NaTs2_t_somatic
15,-2.2070226669311523,gCa_LVAstbar_Ca_LVAst_somatic
16,-2.874532699584961,g_pas_somatic
17,-1.5284600257873535,cm_somatic
18,-0.6969771981239319,e_pas_all
