,unit_params,param_names
0,-0.5178604125976562,gNaTs2_tbar_NaTs2_t_apical
1,-1.5438579320907593,gSKv3_1bar_SKv3_1_apical
2,0.4106769263744354,gImbar_Im_apical
3,2.0396294593811035,gIhbar_Ih_dend
4,0.544348418712616,gNaTa_tbar_NaTa_t_axonal
5,-0.2357099950313568,gK_Tstbar_K_Tst_axonal
6,-1.089260458946228,gNap_Et2bar_Nap_Et2_axonal
7,-0.18233710527420044,gSK_E2bar_SK_E2_axonal
8,-0.8929528594017029,gCa_HVAbar_Ca_HVA_axonal
9,0.23416411876678467,gK_Pstbar_K_Pst_axonal
10,-0.9186722636222839,gCa_LVAstbar_Ca_LVAst_axonal
11,-0.3194916546344757,g_pas_axonal
12,3.4765431880950928,cm_axonal
13,-0.43712860345840454,gSKv3_1bar_SKv3_1_somatic
14,-0.7684909701347351,gNaTs2_tbar_NaTs2_t_somatic
15,-1.1916288137435913,gCa_LVAstbar_Ca_LVAst_somatic
16,-2.946389675140381,g_pas_somatic
17,-1.123420238494873,cm_somatic
18,-0.8927196264266968,e_pas_all
