,unit_params,param_names
0,-0.43455711007118225,gNaTs2_tbar_NaTs2_t_apical
1,-1.6176819801330566,gSKv3_1bar_SKv3_1_apical
2,0.7136743664741516,gImbar_Im_apical
3,1.7748929262161255,gIhbar_Ih_dend
4,0.3947191834449768,gNaTa_tbar_NaTa_t_axonal
5,0.027310196310281754,gK_Tstbar_K_Tst_axonal
6,-1.0693323612213135,gNap_Et2bar_Nap_Et2_axonal
7,0.16518408060073853,gSK_E2bar_SK_E2_axonal
8,-1.1033583879470825,gCa_HVAbar_Ca_HVA_axonal
9,0.07948730140924454,gK_Pstbar_K_Pst_axonal
10,-0.8631078004837036,gCa_LVAstbar_Ca_LVAst_axonal
11,1.0761771202087402,g_pas_axonal
12,4.338613986968994,cm_axonal
13,-0.42275169491767883,gSKv3_1bar_SKv3_1_somatic
14,-1.5851198434829712,gNaTs2_tbar_NaTs2_t_somatic
15,-1.9185384511947632,gCa_LVAstbar_Ca_LVAst_somatic
16,-2.942197799682617,g_pas_somatic
17,-1.3915995359420776,cm_somatic
18,-0.7359713912010193,e_pas_all
