,unit_params,param_names
0,-0.8123694658279419,gNaTs2_tbar_NaTs2_t_apical
1,-1.332366704940796,gSKv3_1bar_SKv3_1_apical
2,0.4203939735889435,gImbar_Im_apical
3,1.8084546327590942,gIhbar_Ih_dend
4,0.43430328369140625,gNaTa_tbar_NaTa_t_axonal
5,0.15689173340797424,gK_Tstbar_K_Tst_axonal
6,-1.596465826034546,gNap_Et2bar_Nap_Et2_axonal
7,-0.0271836556494236,gSK_E2bar_SK_E2_axonal
8,-0.9090697765350342,gCa_HVAbar_Ca_HVA_axonal
9,0.19715401530265808,gK_Pstbar_K_Pst_axonal
10,-0.6806646585464478,gCa_LVAstbar_Ca_LVAst_axonal
11,-0.2527790069580078,g_pas_axonal
12,3.1528420448303223,cm_axonal
13,-0.6930404305458069,gSKv3_1bar_SKv3_1_somatic
14,-0.406934916973114,gNaTs2_tbar_NaTs2_t_somatic
15,-1.6783115863800049,gCa_LVAstbar_Ca_LVAst_somatic
16,-3.08797550201416,g_pas_somatic
17,-0.97457355260849,cm_somatic
18,-1.01322340965271,e_pas_all
