,unit_params,param_names
0,-0.9387272000312805,gNaTs2_tbar_NaTs2_t_apical
1,-0.8638448715209961,gSKv3_1bar_SKv3_1_apical
2,0.17619387805461884,gImbar_Im_apical
3,1.8515068292617798,gIhbar_Ih_dend
4,0.26247212290763855,gNaTa_tbar_NaTa_t_axonal
5,-0.314363956451416,gK_Tstbar_K_Tst_axonal
6,-0.7286620140075684,gNap_Et2bar_Nap_Et2_axonal
7,0.0015506856143474579,gSK_E2bar_SK_E2_axonal
8,-0.9548872113227844,gCa_HVAbar_Ca_HVA_axonal
9,0.15768778324127197,gK_Pstbar_K_Pst_axonal
10,-0.5806524753570557,gCa_LVAstbar_Ca_LVAst_axonal
11,0.9600542783737183,g_pas_axonal
12,4.1724090576171875,cm_axonal
13,-0.7468400001525879,gSKv3_1bar_SKv3_1_somatic
14,-0.9001562595367432,gNaTs2_tbar_NaTs2_t_somatic
15,-1.9855986833572388,gCa_LVAstbar_Ca_LVAst_somatic
16,-2.142685651779175,g_pas_somatic
17,-1.7870672941207886,cm_somatic
18,-1.0775525569915771,e_pas_all
