,unit_params,param_names
0,-0.38742074370384216,gNaTs2_tbar_NaTs2_t_apical
1,-1.7923474311828613,gSKv3_1bar_SKv3_1_apical
2,0.6185482740402222,gImbar_Im_apical
3,1.9238159656524658,gIhbar_Ih_dend
4,0.3746510446071625,gNaTa_tbar_NaTa_t_axonal
5,-0.19661754369735718,gK_Tstbar_K_Tst_axonal
6,-0.9323366284370422,gNap_Et2bar_Nap_Et2_axonal
7,0.38475674390792847,gSK_E2bar_SK_E2_axonal
8,-1.043446660041809,gCa_HVAbar_Ca_HVA_axonal
9,0.13645842671394348,gK_Pstbar_K_Pst_axonal
10,-0.338914155960083,gCa_LVAstbar_Ca_LVAst_axonal
11,0.22659462690353394,g_pas_axonal
12,4.100414752960205,cm_axonal
13,-0.3577432334423065,gSKv3_1bar_SKv3_1_somatic
14,-1.6279844045639038,gNaTs2_tbar_NaTs2_t_somatic
15,-2.25376296043396,gCa_LVAstbar_Ca_LVAst_somatic
16,-2.8417181968688965,g_pas_somatic
17,-1.3014540672302246,cm_somatic
18,-0.8095558881759644,e_pas_all
